name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,access,air_conditioning,alt_name,alt_name:en,alt_name:vi,amenity,amenity_1,architect,architect:wikidata,area,barrier,beds,branch,brand,brand:contact:twitter,brand:wikidata,building,building:levels,building:material,building:part,building:prefabricated,camera:mount,camera:type,capacity,check_date,check_date:opening_hours,club,community_centre,community_centre:for,construction,contact:facebook,contact:instagram,contact:linkedin,contact:twitter,contact:website,contact:youtube,craft,cuisine,dance:style,dance:teaching,denomination,description,disused:amenity,disused:shop,disused:sport,disused:tourism,disused:website,drinking_water,ele,emergency,fax,fixme,gnis:feature_id,government,hackerspace,healthcare,healthcare:speciality,height,heritage,heritage:operator,hist_name,historic,historic:amenity,historic:name,image,indoor,internet_access,landuse,layer,leed,leisure,level,lgbtq,loc_name,man_made,min_age,name:am,name:en,name:es,name:etymology,name:etymology:wikidata,name:ko,name:signed,name:vi,name:vi-Hani,name:zh,not:amenity,note,office,official_name,old:operator,old_name,old_name:es,opening_hours,opening_hours:covid19,opening_hours:signed,operational_status,operator,operator:short,operator:type,operator:website,operator:wikidata,owner,owner:wikidata,paloalto_ca:id,payment:cash,payment:contactless,payment:credit_cards,payment:discover_card,payment:mastercard,payment:visa,pet,pets,redwood_city_ca:addr_id,redwood_city_ca:bld_gid,redwood_city_ca:bldg_id,ref,ref:nrhp,religion,residential,roof:levels,roof:orientation,roof:shape,scents,second_hand,service:bicycle:repair,service_times,shelter,shelter_type,shop,short_name,short_name:en,short_name:vi,smoking,social_facility,social_facility:for,social_facility:for_1,social_facility_1,source,source:addr,source:url,sport,start_date,strapline,surveillance,surveillance:type,surveillance:zone,survey:date,theatre:genre,toilets,tourism,training,type,was:addr:housenumber,was:addr:street,was:addr:unit,was:amenity,was:name,washing_machine,website:calendar,website:menu,wheelchair,wikidata,wikimedia_commons,wikipedia,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:neighbourhood,addr:postcode,addr:state,addr:street,addr:unit
Instituto Familiar de la Raza,,san_francisco,,social_community,,,,,,,https://www.ifrsf.org/,37.7502991,-122.418033,11806415067,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2919,,,,Mission Street,
Success Centers,,san_francisco,,social_community,,,,,,,https://successcenters.org,37.77552,-122.4121816,11817396096,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,2024-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:30-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,,,,Howard Street,
The Commons,,san_francisco,,social_community,,,,,,,https://thesfcommons.com,37.7761417,-122.4260697,12121537102,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,community_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550;540,,94102,,,
Menorah Park,,san_francisco,,social_community,,,,,,,https://menorahpark.com/,37.7878807,-122.448002,12254441571,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,2024-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assisted_living,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3365,,,,Sacramento Street,
Felton Institute Innovation Social Services,,san_francisco,,social_community,,,,,,,,37.7884265,-122.4234489,12440345649,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,Franklin Street,
"Family Care SF, Inc.",,san_francisco,,social_community,,,,415-305-5301,care@familycaresf.com,,https://www.familycarequest.com/,37.7301156,-122.4702538,12470797693,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,familycaresf,,family-care-sf-inc.,,,,,,,,,,,,,,,,,,415-405-0080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday- Friday 9am-3pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assisted_living,senior,,,,,,,2001,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,2407,,94127,CA,Ocean Avenue,
Community Youth Center,,san_francisco,,social_community,,,,,,,,37.7828721,-122.4694916,12685979577,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,2025-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 10:00-18:00; Sa-Su,PH off",,,,,,,https://www.cycsf.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952;980,,,,Clement Street,
Victorian Manor,,san_francisco,,social_community,,,,,,,,37.7782497,-122.4357429,12745936139,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,2025-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assisted_living,senior,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
Wang Qi Art Institute,,san_francisco,,social_community,,,,,,,,37.7828611,-122.46915,12790993497,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,2025-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,916,,,,Clement Street,
La Raza Community Resource Center,,san_francisco,,social_community,,,,,,,https://www.larazacrc.org/,37.7653881,-122.4224369,12954274101,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474 Suite 100,,,,Valencia Street,
Clayroom,,san_francisco,,social_community,,,,,,,https://www.clayroomsf.com/,37.7649522,-122.3982378,13127292304,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,clayroomsf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 10:00-21:00; Su 10:00-19:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,,94107,,17th Street,
Decentered Arts Studio,,san_francisco,,social_community,,,,,hello@decentered.org,,https://decentered.org,37.7753379,-122.4092033,13207146235,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,1175,,94103,CA,Folsom Street,
Hopkins Manor,,san_mateo,,social_community,,,,,,,,,,3243463,relation,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8844,,,,,,,,,8.71724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18728,,11872,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,"Redwood City, CA 1013",,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,Redwood City,,,,,1235,,,,Hopkins Avenue,
Atria Hillsdale,,san_mateo,,social_community,,,,,,,https://www.atriaseniorliving.com/retirement-communities/atria-san-mateo-hillsdale-ca/,,,5760910,relation,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,
Barrett Community Center,,san_mateo,,social_community,,,,,,,,,,5768006,relation,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,Belmont,,,,,1835,,94002,CA,Belburn Drive,
Colma Community Center,,san_mateo,,social_community,,,,,,,https://www.colma.ca.gov/park-facilities/,,,5826796,relation,,,,,,community_centre,,,,,,,,,,,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Town of Colma Recreation Services Department,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,Colma,,,,,1520,,94014,CA,Hillside Boulevard,
Belmont Hills Memory Care Community,,san_mateo,,social_community,,,,+1 650 264 9020,,,https://www.silverado.com/silverado-locations/california/belmont/belmont-hills/,37.5151735,-122.2822704,39970232,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silverado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,mental_health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belmont,,,,,1301,,94002,,Ralston Avenue,
The Sequoias,,san_mateo,,social_community,,,,,,,https://thesequoiaspv.org/,37.3745094,-122.2239458,40188385,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,Portola Valley,,,,,501,,94028,CA,Portola Road,
San Carlos Children's Theatre,,san_mateo,,social_community,,,,,,,,37.5188314,-122.2727907,98837448,way,,,,,,arts_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacifica Community Center,,san_mateo,,social_community,,,,,,,,37.5984161,-122.4999729,102526745,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veterans Memorial Recreation Center,,san_mateo,,social_community,,,,,,,,37.614767,-122.4157864,109023422,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrillaga Family Recreation Center,,san_mateo,,social_community,,,,,,,,37.4533578,-122.1782574,110427623,way,,,,,,community_centre,,,,,,,,,,,sports_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Menlo Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boys & Girls Club,,san_mateo,,social_community,,,,,,,,37.475963,-122.1662508,123539761,way,,,,,,social_facility,,,,,,,,Boys & Girls Club,,Q2923055,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,child,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,,,,,
"Nazareth Classic Care, Menlo Park",,san_mateo,,social_community,,,,+1 650 322 4100,,,http://nazarethhealthcare.com/our-communities/nazareth-classic-care-menlo-park/,37.4496496,-122.1822663,129255946,way,,,,,,social_facility,,,,,,45,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,Menlo Park,,,,,800,,94025,,Roble Avenue,
Fair Oaks Community Center,,san_mateo,,social_community,,,,,,,,37.4774344,-122.2134693,130839452,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16011,33790,,,,,,,,,,,,,,,,,,,,,,,,"City of Redwood City, CA 1013",,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood City,,,,,2600,,,,Middlefield Road,
Mission Blue Center,,san_mateo,,social_community,,,,,,,,37.6925147,-122.4153852,136806418,way,,,,,,community_centre,,,,,,,,,,,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brisbane,,,,,475,,94005,CA,Mission Blue Drive,
The Shop at Flywheel Press,,san_mateo,,social_community,,,,,,,https://squareup.com/store/the-shop-at-flywheel-press,37.5631903,-122.319448,237650494,way,,,,,,arts_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Mateo,,,,,307,,94401,CA,7th Avenue,
,,san_mateo,,social_community,,,,,,,https://redwoodcity.salvationarmy.org/,37.4915388,-122.231637,239448106,way,,,,,,social_facility,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Salvation Army,TSA,private,,Q188307,,,,,,,,,,,,4095,32288,,,,,,,,,,,,,,,,,,,,,,,,"City of Redwood City, CA 1013",,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood City,,,,,660,,,,Veterans Boulevard,
Our Common Ground,,san_mateo,,social_community,,,,+1-650-364-7988,,,https://ocgworks.org/,37.4683221,-122.2231639,240594591,way,,,,,,social_facility,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7963,33849,,,,,,,,,,,,,,,,,,,,outreach,drug_addicted,,group_home,"City of Redwood City, CA 1013",,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood City,,,,,631,,94061,,Woodside Road,
Public Gazebo,,san_mateo,,social_community,,,,,,,,37.5566273,-122.2727879,264241942,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foster City Community Center,,san_mateo,,social_community,,,,,,,,37.5585329,-122.2706013,264242422,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Th 08:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foster City,,,,,1000,,94404,,East Hillsdale Boulevard,
Peninsula Jewish Community Center,,san_mateo,,social_community,,,,,,,,37.5583289,-122.2657866,264242707,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foster City,,,,,800,,94404,,Foster City Boulevard,
Friendship Hall,,san_mateo,,social_community,,,,,,,http://www.projectninety.org/,37.5671571,-122.3218085,292001208,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Project 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drug_addicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Mateo,,,,,416,,,,Second Avenue,
Creekside Villas,,san_mateo,,social_community,,,,,,,,37.6768715,-122.4596328,292488199,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,2014-05-07,,,,,,,,,,,,,,,,,,Colma,US,,,,1180,,94104,,El Camino Real,
Pacifica Nursing & Rehab Center,,san_mateo,,social_community,,,,+1 650 993 5576,,,http://www.pacificarehab.com/,37.6515732,-122.4920799,337096009,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacifica,,,,,385,,94044,CA,Esplanade Avenue,
Artists' Barn,,san_mateo,,social_community,,,,,,,,37.3641169,-122.3007635,370517707,way,,,,,,arts_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studios,,san_mateo,,social_community,,,,,,,,37.3643463,-122.3007746,370517734,way,,,,,,arts_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not visible yet on Bing imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastside Senior Housing,,san_mateo,,social_community,,,,,,,,37.4569451,-122.4299146,377082896,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building is a placeholder in size and position - no sat image avail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,,,,Main Street,
,,san_mateo,,social_community,,,,,,,,37.6931089,-122.4786368,384892886,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Angels Hall,,san_mateo,,social_community,,,,,,,,37.6879676,-122.4678459,385426270,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,parish_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterling Park Recreation Center,,san_mateo,,social_community,,,,,,,https://www.colma.ca.gov/park-facilities/,37.6826456,-122.4619371,386006348,way,,,,,,community_centre,,,,,,,,,,,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Town of Colma Recreation Services Department,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colma,,,,,427,,94014,,F Street,
Burlingame Community Center,,san_mateo,,social_community,,,,,,,,37.5815327,-122.3431449,386546785,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1786029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,
Safe Harbor,,san_mateo,,social_community,,,,,,,,37.6400626,-122.391724,389514645,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samaritan House,,ngo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South San Francisco,,,,,295,,,,North Access Road,
Lincoln Community Center,,san_mateo,,social_community,,,,,,,,37.7071055,-122.4523073,389871156,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert M. Teglia Community Center,,san_mateo,,social_community,,,,,,,,37.6946649,-122.4605103,389898693,way,,,,,,community_centre,,,,,,,,,,,civic,,,,,,,,,,,events_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daly City,,,,,285,,94014,,Abbot Avenue,
Madison Art Center,,san_mateo,,social_community,,,,,,,,37.5182954,-122.2877416,391681846,way,,,,,,arts_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Colony Clubhouse,,san_mateo,,social_community,,,,,,,,37.5401366,-122.2632011,392328209,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foster City,,,,,1309,,94404,CA,Melbourne Street,
Sequoia Belle Haven,,san_mateo,,social_community,,,,,,,,37.4740196,-122.154676,533426208,way,,,,,,social_facility,,,,,,,,,,,apartments,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menlo Park,,,,,1221,,94025,CA,Willow Road,
Sequoia Belle Haven,,san_mateo,,social_community,,,,,,,,37.474509,-122.1542749,533426589,way,,,,,,social_facility,,,,,,,,,,,apartments,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menlo Park,,,,,1221,,94025,CA,Willow Road,
Sequoia Belle Haven,,san_mateo,,social_community,,,,,,,,37.474825,-122.1541128,533426806,way,,,,,,social_facility,,,,,,,,,,,apartments,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menlo Park,,,,,1221,,94025,CA,Willow Road,
