name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,access,air_conditioning,airside,alt_name,amenity,baby_feeding,bar,books,branch,brand,brand:contact:facebook,brand:contact:instagram,brand:contact:twitter,brand:contact:youtube,brand:wikidata,building,building:levels,building:min_level,building:use,changing_table,changing_table:count,changing_table:location,check_date,check_date:opening_hours,coffee,contact:atom,contact:facebook,contact:instagram,contact:patreon,contact:pinterest,contact:rss,contact:twitter,contact:yelp,contact:youtube,craft,currency:USD,currency:XBT,description,disused,disused:website,ele,facebook,fax,fixme,game,height,image,indoor,internet_access,internet_access:fee,language:zh,level,level:ref,name:en,name:es,name:zh,note,note:opening_hours,office,official_name,old_name,opening_hours,opening_hours:covid19,opening_hours:url,operator,operator:type,operator:wikidata,paloalto_ca:id,payment:american_express,payment:apple_pay,payment:cards,payment:cash,payment:cheque,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:google_pay,payment:litecoin,payment:mastercard,payment:visa,permit,redwood_city_ca:addr_id,ref,room,safety:mask:covid19,second_hand,shop,short_name,short_name:zh,smoking,source,start_date,stationery,strapline,stroller,survey:date,toilets,tourism,toys,was:shop,website:calendar,wheelchair,wheelchair:description,wikidata,wikimedia_commons,wikipedia,addr:city,addr:country,addr:door,addr:floor,addr:housenumber,addr:place,addr:postcode,addr:state,addr:street,addr:unit
Libreria Palabra de Dios,,san_francisco,,bookstores,,,,,,,,37.7511307,-122.4185924,12522217338,node,,,,,,,,,,,,,,,,,,,,,,,2025-02-27,2025-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 10:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Sprocket,,san_francisco,,bookstores,,,,+1 628-280-8436,,,https://silversprocket.net,37.7565632,-122.421261,12677607213,node,,,,,,,,comic,,,,,,,,,,,,,,,2025-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo,We-Th 12:00-19:00; Tu off; Fr 12:00-20:00; Sa 11:00-20:00; Su 11:00-19:00",,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,1018,,,,Valencia Street,
Green Apple Books,,san_francisco,,bookstores,,,,,,,,37.7944589,-122.3992039,13191190420,node,,,,,,,,,,,,,,,,,,,,,,,2025-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,A tiny popup inside Devil's Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes & Noble,,san_mateo,,bookstores,,,,,,,www.bn.com,37.5362531,-122.297237,297833193,node,,,,,,,,,,Barnes & Noble,,,,,Q795454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,11,,94002,,West Hillsdale Boulevard,
Barnes & Noble,,san_mateo,,bookstores,,,,+1-650-299-0117,,,https://www.barnesandnoble.com/,37.4840683,-122.2317426,394942776,node,,,,,,,,,,Barnes & Noble,,,,,Q795454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,yes,,,,,Redwood City,,,,1091,,94063,,El Camino Real,
Barnes & Noble,,san_mateo,,bookstores,,,,,,,,37.6358235,-122.418948,983587684,node,,,,,,,,,,Barnes & Noble,,,,,Q795454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compass Books,,san_mateo,,bookstores,,,,,,,https://www.booksinc.net/compassSFO,37.61715,-122.3826585,1167439469,way,,,,,,,,,,,,,,,,,,,,,,,2025-06-14,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,1,,,,,,,,,,Mo-Su 06:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
Compass Books,,san_mateo,,bookstores,,,,,,,,37.618644,-122.3869185,1295095262,way,,,yes,,,,,,,,,,,,,,,,,,,,2024-06-20,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,
Green Apple Books,,san_mateo,,bookstores,,,,,,,,37.6141888,-122.3852556,1295095340,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Science Reading Room,,san_mateo,,bookstores,,,,,,,,37.615681,-122.3843053,1340856372,way,,,,,,,,religion,,Christian Science Reading Room,,,,,Q5110122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,1,,,,,,,,,,8:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Books,,san_mateo,,bookstores,,,,,,,,37.4787863,-122.2253947,1684183287,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15776,,,,,books,,,,"City of Redwood City, CA 1013",,,,,,,,,,,,,,,,Redwood City,,,,1712,,94063,,El Camino Real,
Coastside Books,,san_mateo,,bookstores,,,,,,,,37.4640363,-122.4293495,2156311691,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B Street Books,,san_mateo,,bookstores,,,,+1 650-343-2800,bstreetbooks@gmail.com,,https://www.bstreetbooks.com/,37.5654971,-122.3221734,2453946392,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Th 11:00-18:00; Fr-Sa 11:00-20:00; Su 11:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,San Mateo,,,,301,,94401,CA,South B. Street,
Kepler's Books,,san_mateo,,bookstores,,,,+1-650-324-4321,,,https://www.keplers.com/,37.453572,-122.1822194,2629297044,node,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/keplersbooks,https://www.instagram.com/keplersbooks/,,,,https://twitter.com/keplers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 09:00-22:00; Su 09:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Menlo Park,,,,1010,,94025,,El Camino Real,
Los Olivos,,san_mateo,,bookstores,,,,+1-650-839-1550,,,,37.472106,-122.2042335,2648526018,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,photograph,,,,,,,,,,,,,,,,,,,,3203,,,,,
Coastside Comics,,san_mateo,,bookstores,,,,,,,,37.6489279,-122.4900665,3381660957,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Suite D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Pacifica,,,,116,,94044,CA,Manor Drive,
Pauline Books & Media,,san_mateo,,bookstores,,,,,,,,37.4874773,-122.2353977,5404849133,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florey's Book Co.,,san_mateo,,bookstores,,,,+1-650-355-8811,,,,37.6329012,-122.492502,5603935260,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Pacifica,,,,2120,,94044,CA,Palmetto Avenue,
The Reading Bug,,san_mateo,,bookstores,,,,,,,,37.5041915,-122.2582126,6819020622,node,,,,,,,,,,,,,,,,,,,,yes,1,unisex_toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,San Carlos,,,,785,,94070,CA,Laurel Street,
Feldman's Books,,san_mateo,,bookstores,,,,+1-650-326-5300,,,https://www.feldmansbooks.net/home,37.451967,-122.1837798,9482266632,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sa-Th 12:00-17:00; Fr 12:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,yes,books,,,,,,,,,,,,,,,,,,,,Menlo Park,,,,1075,,,,Curtis Street,
Christian Science Reading Room,,san_mateo,,bookstores,,,,,,,,37.4518068,-122.1850617,10233639349,node,,,,,,,,religion,,Christian Science Reading Room,,,,,Q5110122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,1127,,,,Chestnut Street,
Barnes & Noble,,san_mateo,,bookstores,,,,,,,https://stores.barnesandnoble.com/store/3450,37.578784,-122.3470232,11813205864,node,,,,,,,,,,Barnes & Noble,,,,,Q795454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Burlingame,,,,1232,,,,Burlingame Avenue,
,,san_mateo,,bookstores,,,,,,,,37.4474163,-122.2657266,11880554549,node,,,,,,,,textbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fireside Books & More,,san_mateo,,bookstores,,,,,,,https://firesiderwc.com,37.4861993,-122.2317409,12585415311,node,,,,,,,,,,,,,,,,,,,,,,,2025-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Tu-Sa 10:00-20:00; Su 10:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,2421,,,,Broadway,
Peninsula Books,,san_mateo,,bookstores,,,,+1-650-232-7700,,,https://www.peninsulabooks.org/,37.69991,-122.4824741,12753578008,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Daly City,,,,441,,94015,CA,Westlake Center,
,,san_mateo,,bookstores,,,,,,,https://www.millbraelibraryfriends.org,37.6024188,-122.3969083,13273168124,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Th 10:00-20:00; Fr-Su 10:00-17:00,,,Friends of the Millbrae Library,,,,,,no,yes,yes,,,,,,,,,,,,,only,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bell's Books,,santa_clara,,bookstores,,,,+1-650-323-7822,,,https://www.bellsbooks.com/,37.4441952,-122.1621785,78759069,way,,,,,,,,,,,,,,,,retail,,,,,,,2025-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sa-Th 11:00-17:00; Fr 11:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,536,,,,Emerson Street,
Bronco Corner Bookstore,,santa_clara,,bookstores,,,,,,,https://www.scu.edu/auxiliary-services/bookstore/,37.3478601,-121.9390448,157781809,way,,,,Building 303,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara University,,Q992830,,,,,,,,,,,,,,,,303,,,,books,,,,,,,,,,,,,,,,,,,,Santa Clara,,,,500,,95053,CA,El Camino Real,303
Recycle Bookstore,,santa_clara,,bookstores,,,,+1-408-286-6275,,,https://www.recyclebookstore.com/,37.3312368,-121.911146,230610711,way,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,37.67,,,,,7.10,,,,,,,,,,,,,,,,Mo-Th 11:00-21:00; Fr-Sa 11:00-19:00; Su 12:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,books,books,,,,,,,,,,,,,,,,,,,,,,,,1066,,95126,,The Alameda,
Stanford Bookstore,,santa_clara,,bookstores,,,,,,,https://www.bkstr.com/stanfordstore/home,37.425009,-122.168967,232805686,way,,,,,,,,,,,,,,,,yes,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29408,,,,,,,,,,,,,,,,,,,books,,,,City of Palo Alto CA 0713,,,,,,,,,,,,,,,,Stanford,,,,519,,,,Lasuen Mall,
Gavilan College Bookstore,,santa_clara,,bookstores,,,,+1-408-848-4742,,,https://www.bkstr.com/gavilanstore/home,36.9727212,-121.569832,382382140,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Follett College Stores Corporation,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Gilroy,,,,5055,,95020,CA,Santa Teresa Boulevard,
Hicklebee's Books,,santa_clara,,bookstores,,,,,,,,37.3039201,-121.8974462,557585225,way,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,45.11,,,,,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,San Jose,,,,1378,,95125,,Lincoln Avenue,
Barnes & Noble,,santa_clara,,bookstores,,,,,,,,37.002015,-121.5531737,752002463,way,,,,,,,,,Gilroy,Barnes & Noble,,,,,Q795454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Gilroy,,,,6825,,95020,CA,Camino Arroyo,
Friends' Book Sale,,santa_clara,,bookstores,,,,,,,,37.3497472,-121.886956,761591426,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mission College Bookstore,,santa_clara,,bookstores,,,,,,,,37.3922619,-121.98146,933941585,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Books Kinokuniya,,santa_clara,,bookstores,,,,+1 408 2521300,san_jose@kinokuniya.com,,https://usa.kinokuniya.com/stores-kinokuniya-san-jose,37.3146853,-121.9777058,1099955956,way,,,,,,,,,,Books Kinokuniya,KinokuniyaUSA,kinokuniyausa,KinokuniyaUSA,https://www.youtube.com/channel/UCWzDankObAC1UcrZVyQm0Dw,Q703227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 11:00-19:00,,https://usa.kinokuniya.com/stores-kinokuniya-san-jose,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,yes,,,,,San Jose,,,,675,,95129,CA,Saratoga Avenue,677
Barnes & Noble,,santa_clara,,bookstores,,,,,,,https://store-locator.barnesandnoble.com/store/2909,37.253332,-121.877057,1108467972,node,,,,,,,,,,Barnes & Noble,,,,,Q795454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,San Jose,,,,5353,,95118,CA,Almaden Expressway,B100
Recycle Bookstore,,santa_clara,,bookstores,,,,+1 408-370-3514,,,,37.287179,-121.9446852,1145574484,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 11:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,yes,books,,,,,,,,,,,,,,,,,,,,Campbell,,,,275,,,,East Campbell Avenue,
Hudson Booksellers,,santa_clara,,bookstores,,,,,,,,37.3657467,-121.9256626,1207364929,way,,,,,,,,,,Hudson Booksellers,,,,,Q111534550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,1,,Hudson Booksellers,,,,,,,,Mo-Su 05:00-20:30,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friends of the Library Bookstore,,santa_clara,,bookstores,,,,,,,,37.3352944,-121.8846461,1291976250,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shop,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East West,,santa_clara,,bookstores,,,,,,,,37.3922318,-122.080127,1578531240,node,,,,,,,,,,,,,,,,,,,,,,,2024-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,yes,,,,,,,,,324,,,,Castro Street,
Christian Science Reading Room,,santa_clara,,bookstores,,,,,,,,37.4256122,-122.145204,1723464800,node,,,,,,,,religion,,Christian Science Reading Room,,,,,Q5110122,,,,,,,,2025-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 12:00-16:00; Su 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Palo Alto,,,,459,,94306,,South California Avenue,
Barnes & Noble,,santa_clara,,bookstores,,,,,,,,37.3228756,-121.9635071,2081397541,node,,,,,,,,,,Barnes & Noble,,,,,Q795454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 09:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,San Jose,,,,3600,,95117,,Stevens Creek Boulevard,
,,santa_clara,,bookstores,,,,,,,,37.3227307,-121.9316685,2104880290,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,328,,,,South Bascom Avenue,
Books Inc,,santa_clara,,bookstores,,,,,,,,37.4379618,-122.1595374,2124086086,node,,,,,,,,,,,,,,,,,,,,,,,2023-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Books, Inc.",,santa_clara,,bookstores,,,,,,,,37.392168,-122.0797833,2159964973,node,,,,,,,,,,,,,,,,,,,,,,,2022-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 10:00-22:00; Su 10:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,yes,,,,,Mountain View,,,,317,,,CA,Castro Street,
Bookasaurus,,santa_clara,,bookstores,,,,,,,,37.3772252,-122.0301847,2235551625,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Th 10:00-18:00; Su 11:00-19:00; Fr,Sa 10:00-20:00",,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Sunnyvale,,,,125,,94086,CA,South Murphy Avenue,
Leigh's Favorite Books,,santa_clara,,bookstores,,,,,,,https://www.leighsbooks.com,37.3772831,-122.0301928,2235551631,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Th 10:00-18:00; Fr-Sa 10:00-19:00; Su 11:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Sunnyvale,,,,121,,94086,CA,South Murphy Avenue,
De Anza College Bookstore,,santa_clara,,bookstores,,,,,,,,37.3215463,-122.044699,2379779763,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Anza College,,Q928272,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DigitalGuru Technical Bookshop,,santa_clara,,bookstores,,,,+1-800-800-1914,,,https://www.digitalguru.com/,37.3847781,-121.99529,2607395538,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,546,,,,Lawrence Expressway,3
Linden Tree Books,,santa_clara,,bookstores,,,,+1-650-949-3390,,,https://www.lindentreebooks.com/,37.3792395,-122.1169758,2619982669,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,265,,,,,
Seoul Books & Leeoh Gallery,,santa_clara,,bookstores,,,,,,,,37.3516683,-122.0024264,2658424325,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,photograph,,,,,,,,,,,,,,,,,,,,1082,,,,East El Camino Real,5
BookSmart,,santa_clara,,bookstores,,,,,,,,37.1109256,-121.6430893,4170062869,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
Anime 101,,santa_clara,,bookstores,,,,,,,,37.1122273,-121.6429331,4170062880,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heroes & Champions,,santa_clara,,bookstores,,,,+1 408 732 8775,heroesandchampions@gmail.com,,,37.3623077,-122.0272015,4370577546,node,,,,,,,,comic,,,,,,,,,,,,,,,,,,,https://www.facebook.com/HeroesaChampions/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comic Collector Shop,"Mo-Sa 10:00-18:00, Su 11:00-18:00",Mo-Sa 10:00-17:00; Su 11:00-18:00,,,,,,,,,yes,,yes,,yes,,,,,,,,,,yes,books,,,,,,,,,,,,,,,,,,,,Sunnyvale,,,,574,,94087,CA,East El Camino Real,
Authors,,santa_clara,,bookstores,,,,,,,,37.3698193,-121.9299166,4469475905,node,permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Authors Book Store,,,,,,,,,,,,,,,,,,,,,boarding_pass,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hijinx Comics,,santa_clara,,bookstores,,,,,,,,37.2937545,-121.8898723,5035690123,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,no,,,,,,,,,,,,,,,,,San Jose,,,,2050,,95125,,Lincoln Avenue,
The Art Boutiki,,santa_clara,,bookstores,,,,,,,,37.3305005,-121.9116855,5695536548,node,,,,,,,,comic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanford Medical Store,,santa_clara,,bookstores,,,,,,,,37.4315034,-122.1757712,6312235088,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJSU Book Store,,santa_clara,,bookstores,,,,,,,,37.336577,-121.880292,6399829611,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Science Reading Room,,santa_clara,,bookstores,,,,,,,,37.3607886,-122.0765975,8197273300,node,,,,,,,,religion,,Christian Science Reading Room,,,,,Q5110122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First Church of Christ Scientist,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Mountain View,,,,221,,94040,CA,Bryant Avenue,
Black Cat Comics,,santa_clara,,bookstores,,,,,,,,37.4280614,-121.906013,8203974838,node,,,,,,,,comic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Milpitas,,,,176,,95035,CA,South Main Street,
Lobby Shop,,santa_clara,,bookstores,,,,,,,https://www.mvlibraryfriends.org/sales/lobby-shop.htm,37.3903223,-122.0836197,8701153698,node,,,,Friends of the Mountain View Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 10:00-21:00,,,Friends of the Mountain View Library,private_non_profit,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,Mountain View,,,,585,,94043,CA,Franklin Street,
,,santa_clara,,bookstores,,,,,,,,37.3621092,-122.1271819,8733504488,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara Valley Al-Anon Intergroup Office and Bookstore,,santa_clara,,bookstores,,,,,,,https://www.scv-afg.org/,37.2877671,-121.9520453,8748792882,node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association,,,,,,,,,,,,,,,,,,,,,,,,Q-82,,,,books,SCVAFG,,,,,,,,,,,,,,,,,,,Campbell,,,,1,,95008,CA,West Campbell Avenue,Q-82
